,Name,Address,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,Explanation,Min_Price($),Max_Price($)
93,Masa,"10 Columbus Circle, New York, 10019, United States",New York,595.0,595.0,USD,"Japanese, Sushi",-73.98234,40.76819,12128239800,https://guide.michelin.com/en/new-york-state/new-york/restaurant/masa,https://www.masanyc.com/,3 MICHELIN Stars,Worthy of a special journey,595.0,595.0
94,Le Bernardin,"155 W. 51st St., New York, 10019, United States",New York,93.0,228.0,USD,Seafood,-73.98223,40.76177,12125541515,https://guide.michelin.com/en/new-york-state/new-york/restaurant/le-bernardin,https://www.le-bernardin.com/,3 MICHELIN Stars,Worthy of a special journey,93.0,228.0
95,Chef's Table at Brooklyn Fare,"431 W. 37th St., New York, 10018, United States",New York,395.0,395.0,USD,Contemporary,-73.9964997,40.7560823,17182430050,https://guide.michelin.com/en/new-york-state/new-york/restaurant/chef-s-table-at-brooklyn-fare,http://www.brooklynfare.com/,3 MICHELIN Stars,Worthy of a special journey,395.0,395.0
96,Alinea,"1723 N. Halsted St., Chicago, 60614, United States",Chicago,210.0,365.0,USD,"Contemporary, Creative",-87.648174,41.9132737,13128670110,https://guide.michelin.com/en/illinois/chicago/restaurant/alinea,https://www.alinearestaurant.com/,3 MICHELIN Stars,Worthy of a special journey,210.0,365.0
97,The Inn at Little Washington,"309 Middle St., Washington, 22747, United States",Washington,238.0,238.0,USD,"American, French",-78.1595348,38.7134767,15406753800,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/the-inn-at-little-washington,https://www.theinnatlittlewashington.com/,3 MICHELIN Stars,Worthy of a special journey,238.0,238.0
98,Inter Scaldes,"Zandweg 2, Kruiningen, 4416 NA, Netherlands",Kruiningen,165.0,380.0,EUR,Modern Cuisine,4.0241076,51.4571608,31113381753,https://guide.michelin.com/en/zeeland/kruiningen/restaurant/inter-scaldes,https://www.interscaldes.eu/,3 MICHELIN Stars,Worthy of a special journey,195.19500000000002,449.54
99,De Librije,"Spinhuisplein 1, Zwolle, 8011 ZZ, Netherlands",Zwolle,232.0,232.0,EUR,Modern Cuisine,6.0980183,52.5153644,31388530000,https://guide.michelin.com/en/overijssel/zwolle/restaurant/de-librije,https://www.librije.com/,3 MICHELIN Stars,Worthy of a special journey,274.456,274.456
100,Restaurant de l'Hôtel de Ville,"Rue d'Yverdon 1, Crissier, 1023, Switzerland",Crissier,215.0,390.0,CHF,Classic French,6.5766897,46.553994,41216340505,https://guide.michelin.com/en/vaud/crissier/restaurant/restaurant-de-l-hotel-de-ville,https://www.restaurantcrissier.com/,3 MICHELIN Stars,Worthy of a special journey,227.9,413.40000000000003
101,Cheval Blanc by Peter Knogl,"Blumenrain 8, Basel, 4001, Switzerland",Basel,195.0,270.0,CHF,Classic French,7.5875706,47.5604261,41612605007,https://guide.michelin.com/en/basel-stadt/basel/restaurant/cheval-blanc-by-peter-knogl,https://www.chevalblancbasel.com/,3 MICHELIN Stars,Worthy of a special journey,206.70000000000002,286.2
102,Schloss Schauenstein,"Schlossgass 77, Fürstenau, 7414, Switzerland",Fürstenau,216.0,330.0,CHF,"Creative, Country cooking",9.4461607,46.7212336,41816321080,https://guide.michelin.com/en/graubunden/frstenau/restaurant/schloss-schauenstein,https://www.schauenstein.ch/,3 MICHELIN Stars,Worthy of a special journey,228.96,349.8
103,Le Louis XV - Alain Ducasse à l'Hôtel de Paris,"Place du Casino, Monaco, 98000, France",Monaco,190.0,380.0,EUR,"Mediterranean Cuisine, Modern Cuisine",7.4271047,43.7391839,37798068864,https://guide.michelin.com/en/monaco-region/monaco/restaurant/le-louis-xv-alain-ducasse-a-l-hotel-de-paris,https://www.ducasse-paris.com/,3 MICHELIN Stars,Worthy of a special journey,224.77,449.54
104,Assiette Champenoise,"40 avenue Paul-Vaillant-Couturier, à Tinqueux, Reims, 51430, France",Reims,145.0,335.0,EUR,Creative,4.0040608,49.2476571,33326846464,https://guide.michelin.com/en/grand-est/reims/restaurant/assiette-champenoise,https://www.assiettechampenoise.com/,3 MICHELIN Stars,Worthy of a special journey,171.535,396.305
105,Les Prés d'Eugénie - Michel Guérard,"Place de l'Impératrice, Eugénie-les-Bains, 40320, France",Eugénie-les-Bains,265.0,295.0,EUR,Classic Cuisine,-0.379286,43.6967029,33558050607,https://guide.michelin.com/en/nouvelle-aquitaine/eugnie-les-bains/restaurant/les-pres-d-eugenie-michel-guerard,https://lespresdeugenie.com/,3 MICHELIN Stars,Worthy of a special journey,313.495,348.985
106,Georges Blanc,"Place du Marché, Vonnas, 01540, France",Vonnas,250.0,320.0,EUR,Classic Cuisine,4.989383,46.219982,33474509090,https://guide.michelin.com/en/auvergne-rhone-alpes/vonnas/restaurant/georges-blanc,https://www.georgesblanc.com/,3 MICHELIN Stars,Worthy of a special journey,295.75,378.56
107,La Vague d'Or - Cheval Blanc St-Tropez,"Plage de la Bouillabaisse, Saint-Tropez, 83990, France",Saint-Tropez,310.0,375.0,EUR,"Creative, Modern Cuisine",6.6261535,43.2665849,33494559100,https://guide.michelin.com/en/provence-alpes-cote-dazur/saint-tropez/restaurant/la-vague-d-or-cheval-blanc-st-tropez,https://www.chevalblanc.com/,3 MICHELIN Stars,Worthy of a special journey,366.73,443.625
108,Mirazur,"30 avenue Aristide-Briand, Menton, 06500, France",Menton,380.0,380.0,EUR,Creative,7.5281451,43.7860241,33492418686,https://guide.michelin.com/en/provence-alpes-cote-dazur/menton/restaurant/mirazur,https://www.mirazur.fr/,3 MICHELIN Stars,Worthy of a special journey,449.54,449.54
109,René et Maxime Meilleur,"Hameau de  Saint-Marcel, Saint-Martin-de-Belleville, 73440, France",Saint-Martin-de-Belleville,239.0,389.0,EUR,"Creative, Regional Cuisine",6.5133065,45.3690463,33479089677,https://guide.michelin.com/en/auvergne-rhone-alpes/saint-martin-de-belleville/restaurant/rene-et-maxime-meilleur,https://www.la-bouitte.com/,3 MICHELIN Stars,Worthy of a special journey,282.737,460.187
110,Alléno Paris au Pavillon Ledoyen,"8 avenue Dutuit, Paris, 75008, France",Paris,280.0,395.0,EUR,Creative,2.3164993,48.8660932,33153051000,https://guide.michelin.com/en/ile-de-france/paris/restaurant/alleno-paris-au-pavillon-ledoyen,https://www.yannick-alleno.com/,3 MICHELIN Stars,Worthy of a special journey,331.24,467.285
111,Le 1947 - Cheval Blanc,"Le Jardin Alpin, Courchevel 1850, Courchevel, 73120, France",Courchevel,355.0,395.0,EUR,"Creative, Modern Cuisine",6.6338696,45.4094877,33479005050,https://guide.michelin.com/en/auvergne-rhone-alpes/courchevel/restaurant/le-1947,https://www.chevalblanc.com/courchevel,3 MICHELIN Stars,Worthy of a special journey,419.96500000000003,467.285
112,AM par Alexandre Mazzia,"9 rue François-Rocca, Marseille, 13008, France",Marseille,175.0,385.0,EUR,Creative,5.3862325,43.2701104,33491248363,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/am-par-alexandre-mazzia,http://www.alexandremazzia.com/,3 MICHELIN Stars,Worthy of a special journey,207.025,455.45500000000004
113,Pic,"285 avenue Victor-Hugo, Valence, 26000, France",Valence,350.0,350.0,EUR,Creative,4.8854965,44.9177848,33475441532,https://guide.michelin.com/en/auvergne-rhone-alpes/valence/restaurant/pic,https://www.anne-sophie-pic.com/,3 MICHELIN Stars,Worthy of a special journey,414.05,414.05
114,Troisgros - Le Bois sans Feuilles,"728 route de Villerest, Ouches, 42155, France",Ouches,130.0,330.0,EUR,Creative,3.99236,46.01033,33477716697,https://guide.michelin.com/en/auvergne-rhone-alpes/ouches/restaurant/troisgros-le-bois-sans-feuilles,https://www.troisgros.com/,3 MICHELIN Stars,Worthy of a special journey,153.79000000000002,390.39000000000004
115,Pierre Gagnaire,"6 rue Balzac, Paris, 75008, France",Paris,120.0,400.0,EUR,Creative,2.3003862,48.8732506,33158361250,https://guide.michelin.com/en/ile-de-france/paris/restaurant/pierre-gagnaire6112,https://www.pierregagnaire.com/,3 MICHELIN Stars,Worthy of a special journey,141.96,473.20000000000005
116,Le Pré Catelan,"Route de Suresnes - bois de Boulogne, Paris, 75016, France",Paris,150.0,330.0,EUR,"Creative, Modern Cuisine",2.2507182,48.8639374,33144144114,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-pre-catelan,http://www.precatelanparis.com/,3 MICHELIN Stars,Worthy of a special journey,177.45000000000002,390.39000000000004
117,L'Ambroisie,"9 place des Vosges, Paris, 75004, France",Paris,330.0,330.0,EUR,Classic Cuisine,2.3645215,48.855494,33142785145,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-ambroisie,https://www.ambroisie-paris.com/,3 MICHELIN Stars,Worthy of a special journey,390.39000000000004,390.39000000000004
118,Épicure,"Le Bristol, 112 rue du Faubourg-Saint-Honoré, Paris, 75008, France",Paris,310.0,380.0,EUR,Modern Cuisine,2.3143664,48.8717289,33153434340,https://guide.michelin.com/en/ile-de-france/paris/restaurant/epicure,https://www.oetkercollection.com/fr/hotels/le-bristol-paris/,3 MICHELIN Stars,Worthy of a special journey,366.73,449.54
119,Christophe Bacquié,"3001 route des Hauts-du-Camp, au Circuit Paul Ricard, Le Castellet, 83330, France",Le Castellet,260.0,295.0,EUR,Modern Cuisine,5.7835029,43.2502823,33494982969,https://guide.michelin.com/en/provence-alpes-cote-dazur/le-castellet/restaurant/christophe-bacquie,https://www.hotelducastellet.com/,3 MICHELIN Stars,Worthy of a special journey,307.58000000000004,348.985
120,Maison Lameloise,"36 place d'Armes, Chagny, 71150, France",Chagny,85.0,260.0,EUR,Modern Cuisine,4.7530169,46.9079964,33385876565,https://guide.michelin.com/en/bourgogne-franche-comte/chagny/restaurant/maison-lameloise,https://www.lameloise.fr/,3 MICHELIN Stars,Worthy of a special journey,100.555,307.58000000000004
121,Flocons de Sel,"1775 route du Leutaz, Le Leutaz, Megève, 74120, France",Megève,210.0,280.0,EUR,Creative,6.60007,45.82354,33450214999,https://guide.michelin.com/en/auvergne-rhone-alpes/megve/restaurant/flocons-de-sel,https://www.floconsdesel.com/,3 MICHELIN Stars,Worthy of a special journey,248.43,331.24
122,Le Cinq,"Four Seasons George V, 31 avenue George-V, Paris, 75008, France",Paris,380.0,380.0,EUR,Modern Cuisine,2.3008612,48.8687604,33149527154,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-cinq6102,https://www.restaurant-lecinq.com/,3 MICHELIN Stars,Worthy of a special journey,449.54,449.54
123,Guy Savoy,"11 quai de Conti, Paris, 75006, France",Paris,250.0,530.0,EUR,Creative,2.3391955,48.8566248,33143804061,https://guide.michelin.com/en/ile-de-france/paris/restaurant/guy-savoy,https://www.guysavoy.com/,3 MICHELIN Stars,Worthy of a special journey,295.75,626.99
124,Auberge du Vieux Puits,"5 avenue Saint-Victor, Fontjoncouse, 11360, France",Fontjoncouse,195.0,225.0,EUR,Creative,2.7893292,43.0481728,33468440737,https://guide.michelin.com/en/occitanie/fontjoncouse/restaurant/auberge-du-vieux-puits,https://www.aubergeduvieuxpuits.fr/,3 MICHELIN Stars,Worthy of a special journey,230.685,266.175
125,Arpège,"84 rue de Varenne, Paris, 75007, France",Paris,185.0,460.0,EUR,Creative,2.3169648,48.855731,33147050906,https://guide.michelin.com/en/ile-de-france/paris/restaurant/arpege,https://www.alain-passard.com/,3 MICHELIN Stars,Worthy of a special journey,218.85500000000002,544.1800000000001
126,Kei,"5 rue du Coq-Héron, Paris, 75001, France",Paris,85.0,340.0,EUR,Modern Cuisine,2.3422847,48.8643947,33142331474,https://guide.michelin.com/en/ile-de-france/paris/restaurant/kei,https://www.restaurant-kei.fr/,3 MICHELIN Stars,Worthy of a special journey,100.555,402.22
127,L'Oustau de Baumanière,"Mas de Baumanière, Les Baux-de-Provence, 13520, France",Les Baux-de-Provence,165.0,240.0,EUR,Modern Cuisine,4.7933262,43.7486439,33490543307,https://guide.michelin.com/en/provence-alpes-cote-dazur/les-baux-de-provence/restaurant/l-oustau-de-baumaniere,https://www.baumaniere.com/,3 MICHELIN Stars,Worthy of a special journey,195.19500000000002,283.92
128,Christopher Coutanceau,"Plage de la Concurrence, La Rochelle, 17000, France",La Rochelle,190.0,265.0,EUR,Seafood,-1.1609135,46.1557284,33546414819,https://guide.michelin.com/en/nouvelle-aquitaine/la-rochelle/restaurant/christopher-coutanceau,https://www.coutanceaularochelle.com/,3 MICHELIN Stars,Worthy of a special journey,224.77,313.495
129,Le Petit Nice,"Anse de Maldormé, Marseille, 13007, France",Marseille,180.0,430.0,EUR,Seafood,5.3521929,43.2803346,33491592592,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/le-petit-nice,https://www.passedat.fr/,3 MICHELIN Stars,Worthy of a special journey,212.94,508.69
130,Régis et Jacques Marcon,"Larsiallas, Saint-Bonnet-le-Froid, 43290, France",Saint-Bonnet-le-Froid,180.0,240.0,EUR,Creative,4.43436,45.13956,33471599372,https://guide.michelin.com/en/auvergne-rhone-alpes/saint-bonnet-le-froid/restaurant/regis-et-jacques-marcon,https://www.lesmaisonsmarcon.fr/,3 MICHELIN Stars,Worthy of a special journey,212.94,283.92
131,Le Clos des Sens,"13 rue Jean-Mermoz - à Annecy-le-Vieux, Annecy, 74940, France",Annecy,148.0,238.0,EUR,Creative,6.1442973,45.9180547,33450230790,https://guide.michelin.com/en/auvergne-rhone-alpes/annecy/restaurant/le-clos-des-sens,https://www.closdessens.com/,3 MICHELIN Stars,Worthy of a special journey,175.084,281.55400000000003
132,Zilte,"Hanzestedenplaats 5, Antwerpen, 2000, Belgium",Antwerpen,195.0,330.0,EUR,Creative,4.4049639,51.2287189,3232834040,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/t-zilte,https://www.zilte.be/,3 MICHELIN Stars,Worthy of a special journey,230.685,390.39000000000004
133,Hof van Cleve,"Riemegemstraat 1, Kruishoutem, 9770, Belgium",Kruishoutem,295.0,530.0,EUR,Creative,3.5098648,50.9039501,3293835848,https://guide.michelin.com/en/oost-vlaanderen/kruishoutem/restaurant/hof-van-cleve,https://www.hofvancleve.com/,3 MICHELIN Stars,Worthy of a special journey,348.985,626.99
134,Ösch Noir,"Golfplatz 1, Donaueschingen, 78166, Germany",Donaueschingen,145.0,195.0,EUR,"Modern Cuisine, Classic Cuisine",8.5474271,47.9655266,49771840,https://guide.michelin.com/en/baden-wurttemberg/donaueschingen/restaurant/osch-noir,http://www.oeschberghof.com,2 MICHELIN Stars,Worth a detour,171.535,230.685
135,ES:SENZ,"Mietenkamer Straße 65, Grassau, 83224, Germany",Grassau,150.0,205.0,EUR,"Creative, Modern Cuisine",12.4656421,47.785695,498641401609,https://guide.michelin.com/en/bayern/grassau/restaurant/es-senz,https://www.das-achental.com/,2 MICHELIN Stars,Worth a detour,177.45000000000002,242.51500000000001
136,Luce d'Oro,"Elmau 2, Krün, 82493, Germany",Krün,189.0,229.0,EUR,"Modern Cuisine, Creative",11.1869112,47.4620032,498823180,https://guide.michelin.com/en/bayern/krn/restaurant/luce-d-oro,http://www.schloss-elmau.de,2 MICHELIN Stars,Worth a detour,223.58700000000002,270.90700000000004
137,Tohru in der Schreiberei,"Burgstraße 5, Munich, 80331, Germany",Munich,245.0,245.0,EUR,"Modern Cuisine, Japanese Contemporary",11.5775303,48.1375661,498921529172,https://guide.michelin.com/en/bayern/mnchen/restaurant/tohru-in-der-schreiberei,http://www.schreiberei-muc.de,2 MICHELIN Stars,Worth a detour,289.83500000000004,289.83500000000004
138,OPUS V,"O5, 9-12, Mannheim, 68161, Germany",Mannheim,109.0,185.0,EUR,"Modern Cuisine, Creative",8.4699546,49.4858598,496211671199,https://guide.michelin.com/en/baden-wurttemberg/mannheim/restaurant/opus-v,https://www.restaurant-opus-v.de/,2 MICHELIN Stars,Worth a detour,128.947,218.85500000000002
139,Lorenz Adlon Esszimmer,"Unter den Linden 77, Berlin, 10117, Germany",Berlin,135.0,250.0,EUR,Creative,13.380011,52.5159333,493022611960,https://guide.michelin.com/en/berlin-region/berlin/restaurant/lorenz-adlon-esszimmer,https://www.lorenzadlon-esszimmer.de/,2 MICHELIN Stars,Worth a detour,159.705,295.75
140,Falco,"Gerberstraße 15, Leipzig, 04105, Germany",Leipzig,99.0,262.0,EUR,Creative,12.3754206,51.3463665,493419882727,https://guide.michelin.com/en/sachsen/leipzig/restaurant/falco,https://www.falco-leipzig.de/,2 MICHELIN Stars,Worth a detour,117.117,309.946
141,Söl'ring Hof,"Am Sandwall 1, Rantum, 25980, Germany",Rantum,214.0,284.0,EUR,"Creative, Country cooking",8.2887697,54.8536822,494651836200,https://guide.michelin.com/en/schleswig-holstein/rantum/restaurant/sol-ring-hof,http://www.soelring-hof.de,2 MICHELIN Stars,Worth a detour,253.162,335.97200000000004
142,Obendorfers Eisvogel,"Hofenstetten 43, Neunburg vorm Wald, 92431, Germany",Neunburg vorm Wald,145.0,211.0,EUR,"Creative, Classic Cuisine",12.2619376,49.3383934,4994399500,https://guide.michelin.com/en/bayern/neunburg-vorm-wald/restaurant/obendorfer-s-eisvogel,http://www.der-birkenhof.de,2 MICHELIN Stars,Worth a detour,171.535,249.613
143,etz,"Bindergasse 22, Nuremberg, 90402, Germany",Nuremberg,210.0,210.0,EUR,"Creative, Regional Cuisine",11.079949,49.4554627,4991147712809,https://guide.michelin.com/en/bayern/nurnberg/restaurant/etz,http://www.etzrestaurant.de,2 MICHELIN Stars,Worth a detour,248.43,248.43
144,Steinheuers Restaurant Zur Alten Post,"Landskroner Straße 110, Bad Neuenahr-Ahrweiler, 53474, Germany",Bad Neuenahr-Ahrweiler,155.0,195.0,EUR,"Classic French, Classic Cuisine",7.1642775,50.5509788,49264194860,https://guide.michelin.com/en/rheinland-pfalz/bad-neuenahr-ahrweiler/restaurant/steinheuers-restaurant-zur-alten-post,https://www.steinheuers.de/,2 MICHELIN Stars,Worth a detour,183.365,230.685
145,Restaurant Heinz Winkler,"Kirchplatz 1, Aschau im Chiemgau, 83229, Germany",Aschau im Chiemgau,105.0,210.0,EUR,Classic French,12.3217303,47.779365,49805217990,https://guide.michelin.com/en/bayern/aschau-im-chiemgau/restaurant/restaurant-heinz-winkler,https://www.residenz-heinz-winkler.de/,2 MICHELIN Stars,Worth a detour,124.215,248.43
146,Haerlin,"Neuer Jungfernstieg 9, Hamburg, 20354, Germany",Hamburg,190.0,250.0,EUR,"Creative French, Classic Cuisine",9.9914638,53.5554424,494034943310,https://guide.michelin.com/en/hamburg-region/hamburg/restaurant/haerlin,https://www.restaurant-haerlin.de/,2 MICHELIN Stars,Worth a detour,224.77,295.75
147,Vendôme,"Kadettenstraße, Bergisch Gladbach, 51429, Germany",Bergisch Gladbach,240.0,285.0,EUR,"Creative, Classic French",7.1604778,50.9665691,492204421940,https://guide.michelin.com/en/nordrhein-westfalen/bergisch-gladbach/restaurant/vendome,http://www.schlossbensberg.com,2 MICHELIN Stars,Worth a detour,283.92,337.15500000000003
148,Speisemeisterei,"Schloss Hohenheim 1B, Stuttgart, 70599, Germany",Stuttgart,149.0,189.0,EUR,"Modern Cuisine, International",9.2135508,48.7128772,4971134217979,https://guide.michelin.com/en/baden-wurttemberg/stuttgart/restaurant/speisemeisterei,https://www.speisemeisterei.de/,2 MICHELIN Stars,Worth a detour,176.267,223.58700000000002
149,Tim Raue,"Rudi-Dutschke-Straße 26, Berlin, 10969, Germany",Berlin,88.0,248.0,EUR,"Asian, Creative",13.3933841,52.5070342,493025937930,https://guide.michelin.com/en/berlin-region/berlin/restaurant/tim-raue,https://www.tim-raue.com/,2 MICHELIN Stars,Worth a detour,104.104,293.384
